"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)"
"14:37:32:923","52878329873414"," 533.822","  99.317"," 3193"," 3100"," 3200","3200","  65.080","32054.127","8903.924","  61.353","30161.279","8378.133"," 90","0","   3.942","2013.099"," 559.194","  45.000","    0"
"14:37:33:023","52878560466674"," 533.922","  96.991"," 3193"," 3100"," 3200","3200","  65.103","32060.643","8905.734","  61.608","30167.445","8379.846"," 90","0","   3.850","2013.484"," 559.301","  45.000","  350"
"14:37:33:123","52878790941512"," 534.022","  94.582"," 3193"," 3100"," 3200","3200","  63.159","32066.961","8907.489","  59.390","30173.386","8381.496"," 89","0","   3.840","2013.869"," 559.408","  45.000","    0"
"14:37:33:223","52879021915358"," 534.122","  98.802"," 3193"," 3100"," 3200","3200","  64.989","32073.476","8909.299","  61.020","30179.503","8383.195"," 91","0","   3.939","2014.263"," 559.518","  45.000","    0"
"14:37:33:323","52879252622978"," 534.222","  94.916"," 3193"," 3100"," 3200","3200","  63.817","32079.866","8911.074","  60.383","30185.549","8384.875"," 90","0","   3.861","2014.650"," 559.625","  45.000","    0"
"14:37:33:423","52879483281384"," 534.322","  96.535"," 3193"," 3100"," 3200","3200","  64.374","32086.311","8912.864","  61.079","30191.664","8386.573"," 90","0","   3.851","2015.036"," 559.732","  45.000","    0"
"14:37:33:523","52879714206198"," 534.422","  99.415"," 3193"," 3100"," 3200","3200","  65.684","32092.894","8914.693","  62.490","30197.927","8388.313"," 90","0","   3.933","2015.430"," 559.842","  45.000","    0"
"14:37:33:623","52879944729144"," 534.523","  97.555"," 3193"," 3100"," 3200","3200","  64.974","32099.395","8916.499","  61.631","30204.094","8390.026"," 90","0","   3.899","2015.820"," 559.950","  45.000","    0"
"14:37:33:724","52880175377412"," 534.623","  98.241"," 3193"," 3100"," 3200","3200","  63.790","32105.781","8918.272","  60.297","30210.130","8391.703"," 91","0","   3.870","2016.207"," 560.058","  45.000","    0"
"14:37:33:824","52880406043220"," 534.723","  99.262"," 3193"," 3100"," 3200","3200","  64.133","32112.202","8920.056","  60.198","30216.157","8393.377"," 91","0","   3.929","2016.601"," 560.167","  45.000","    0"
"14:37:33:924","52880636619204"," 534.823","  95.428"," 3193"," 3100"," 3200","3200","  63.095","32118.516","8921.810","  59.370","30222.098","8395.027"," 90","0","   3.872","2016.988"," 560.274","  45.000","    0"
"14:37:34:024","52880867169342"," 534.923","  97.020"," 3193"," 3100"," 3200","3200","  64.961","32125.016","8923.616","  61.064","30228.208","8396.725"," 90","0","   3.907","2017.379"," 560.383","  45.000","    0"
"14:37:34:124","52881098100358"," 535.023","  99.472"," 3193"," 3100"," 3200","3200","  65.492","32131.581","8925.439","  62.325","30234.455","8398.460"," 90","0","   3.919","2017.772"," 560.492","  45.000","    0"
"14:37:34:224","52881328855446"," 535.123","  98.348"," 3193"," 3100"," 3200","3200","  65.487","32138.139","8927.261","  62.252","30240.690","8400.192"," 91","0","   3.897","2018.162"," 560.601","  45.000","    0"
"14:37:34:324","52881559551346"," 535.223","  97.918"," 3193"," 3100"," 3200","3200","  65.253","32144.673","8929.076","  61.779","30246.876","8401.910"," 90","0","   3.885","2018.551"," 560.709","  45.000","    0"
"14:37:34:424","52881790222882"," 535.324","  99.298"," 3193"," 3100"," 3200","3200","  65.394","32151.220","8930.894","  61.928","30253.076","8403.632"," 91","0","   3.894","2018.941"," 560.817","  45.000","    0"
"14:37:34:525","52882020769020"," 535.424","  96.895"," 3193"," 3100"," 3200","3200","  63.893","32157.613","8932.670","  60.032","30259.083","8405.301"," 90","0","   3.832","2019.325"," 560.923","  45.000","    0"
"14:37:34:625","52882251517182"," 535.524","  97.370"," 3193"," 3100"," 3200","3200","  64.571","32164.080","8934.467","  61.414","30265.234","8407.009"," 90","0","   3.855","2019.711"," 561.031","  45.000","    0"
"14:37:34:725","52882481859498"," 535.624","  98.970"," 3193"," 3100"," 3200","3200","  64.641","32170.543","8936.262","  61.133","30271.345","8408.707"," 89","0","   3.871","2020.098"," 561.138","  45.000","    0"
"14:37:34:825","52882712563922"," 535.724","  97.178"," 3193"," 3100"," 3200","3200","  62.942","32176.845","8938.013","  59.108","30277.264","8410.351"," 90","0","   3.868","2020.485"," 561.246","  45.000","    0"
"14:37:34:925","52882943344778"," 535.824","  97.356"," 3193"," 3100"," 3200","3200","  64.612","32183.317","8939.810","  60.530","30283.327","8412.035"," 90","0","   3.923","2020.878"," 561.355","  45.000","    0"
"14:37:35:025","52883173837424"," 535.924","  99.022"," 3193"," 3100"," 3200","3200","  64.977","32189.818","8941.616","  61.571","30289.487","8413.746"," 90","0","   3.922","2021.270"," 561.464","  45.000","  350"
"14:37:35:125","52883404506496"," 536.024","  95.580"," 3193"," 3100"," 3200","3200","  63.786","32196.204","8943.390","  60.106","30295.504","8415.418"," 90","0","   3.922","2021.663"," 561.573","  45.000","    0"
"14:37:35:225","52883635241230"," 536.124","  97.880"," 3193"," 3100"," 3200","3200","  64.541","32202.667","8945.185","  61.211","30301.634","8417.121"," 90","0","   3.889","2022.052"," 561.681","  45.000","    0"
"14:37:35:325","52883865652084"," 536.224","  97.730"," 3193"," 3100"," 3200","3200","  64.338","32209.101","8946.973","  60.745","30307.709","8418.808"," 90","0","   3.875","2022.440"," 561.789","  45.000","    0"
"14:37:35:426","52884096697738"," 536.325","  99.135"," 3193"," 3100"," 3200","3200","  65.075","32215.627","8948.785","  61.994","30313.926","8420.535"," 90","0","   3.909","2022.832"," 561.898","  45.000","    0"
"14:37:35:526","52884327650496"," 536.425","  97.789"," 3193"," 3100"," 3200","3200","  65.040","32222.147","8950.596","  61.913","30320.132","8422.259"," 90","0","   3.849","2023.218"," 562.005","  45.000","    0"
"14:37:35:626","52884558366080"," 536.525","  98.122"," 3193"," 3100"," 3200","3200","  65.804","32228.736","8952.427","  61.764","30326.317","8423.977"," 90","0","   3.903","2023.609"," 562.113","  45.000","    0"
"14:37:35:726","52884789031294"," 536.625","  99.385"," 3193"," 3100"," 3200","3200","  64.995","32235.243","8954.234","  61.729","30332.497","8425.694"," 91","0","   3.879","2023.997"," 562.221","  45.000","    0"
"14:37:35:826","52885019676432"," 536.725","  97.585"," 3193"," 3100"," 3200","3200","  63.211","32241.571","8955.992","  59.292","30338.432","8427.342"," 90","0","   3.858","2024.383"," 562.329","  45.000","    0"
"14:37:35:926","52885250387024"," 536.825","  98.029"," 3193"," 3100"," 3200","3200","  65.973","32248.177","8957.827","  62.629","30344.704","8429.084"," 91","0","   3.833","2024.767"," 562.435","  45.000","    0"
"14:37:36:026","52885481265962"," 536.926","  99.167"," 3193"," 3100"," 3200","3200","  63.642","32254.554","8959.598","  59.832","30350.699","8430.750"," 90","0","   3.889","2025.157"," 562.544","  45.000","    0"
"14:37:36:127","52885711951548"," 537.026","  97.382"," 3193"," 3100"," 3200","3200","  63.639","32260.926","8961.368","  60.062","30356.713","8432.420"," 90","0","   3.865","2025.544"," 562.651","  45.000","    0"
"14:37:36:227","52885942710264"," 537.126","  98.168"," 3193"," 3100"," 3200","3200","  65.341","32267.470","8963.186","  61.398","30362.862","8434.128"," 90","0","   3.897","2025.934"," 562.759","  45.000","    0"
"14:37:36:327","52886173569632"," 537.226","  99.357"," 3193"," 3100"," 3200","3200","  64.405","32273.924","8964.979","  60.931","30368.967","8435.824"," 90","0","   3.950","2026.330"," 562.869","  45.000","    0"
"14:37:36:427","52886404196872"," 537.326","  97.846"," 3193"," 3100"," 3200","3200","  64.866","32280.417","8966.782","  61.563","30375.130","8437.536"," 90","0","   3.900","2026.720"," 562.978","  45.000","    0"
"14:37:36:527","52886634659468"," 537.426","  93.973"," 3193"," 3100"," 3200","3200","  63.578","32286.776","8968.549","  60.072","30381.139","8439.205"," 90","0","   3.853","2027.106"," 563.085","  45.000","    0"
"14:37:36:627","52886865241734"," 537.526","  99.395"," 3193"," 3100"," 3200","3200","  65.738","32293.355","8970.376","  62.446","30387.388","8440.941"," 90","0","   3.936","2027.500"," 563.194","  45.000","    0"
"14:37:36:727","52887095680294"," 537.626","  97.093"," 3193"," 3100"," 3200","3200","  64.315","32299.788","8972.163","  61.026","30393.492","8442.637"," 90","0","   3.834","2027.883"," 563.301","  45.000","    0"
"14:37:36:827","52887326649544"," 537.727","  97.332"," 3193"," 3100"," 3200","3200","  62.678","32306.071","8973.909","  58.880","30399.394","8444.276"," 90","0","   3.892","2028.273"," 563.409","  45.000","    0"
"14:37:36:928","52887557225496"," 537.827","  99.456"," 3193"," 3100"," 3200","3200","  65.061","32312.582","8975.717","  61.734","30405.573","8445.992"," 90","0","   3.917","2028.665"," 563.518","  45.000","    0"
"14:37:37:028","52887787930116"," 537.927","  94.755"," 3193"," 3100"," 3200","3200","  64.586","32319.049","8977.514","  61.388","30411.719","8447.700"," 90","0","   3.861","2029.052"," 563.625","  45.000","    0"
"14:37:37:128","52888018509860"," 538.027","  95.663"," 3193"," 3100"," 3200","3200","  64.785","32325.533","8979.315","  61.488","30417.873","8449.409"," 90","0","   3.864","2029.438"," 563.733","  45.000","    0"
"14:37:37:228","52888249054572"," 538.127","  94.671"," 3193"," 3100"," 3200","3200","  64.652","32332.002","8981.112","  61.392","30424.016","8451.116"," 90","0","   3.859","2029.825"," 563.840","  45.000","    0"
"14:37:37:328","52888479705412"," 538.227","  99.407"," 3193"," 3100"," 3200","3200","  66.103","32338.620","8982.950","  62.149","30430.238","8452.844"," 91","0","   3.959","2030.221"," 563.950","  45.000","    0"
"14:37:37:428","52888710612714"," 538.327","  97.523"," 3193"," 3100"," 3200","3200","  64.776","32345.112","8984.753","  61.692","30436.420","8454.561"," 90","0","   3.859","2030.608"," 564.058","  45.000","    0"
"14:37:37:528","52888941214542"," 538.427","  98.540"," 3193"," 3100"," 3200","3200","  65.528","32351.670","8986.575","  62.090","30442.635","8456.287"," 91","0","   3.896","2030.998"," 564.166","  45.000","    0"
"14:37:37:628","52889171609688"," 538.527","  98.931"," 3193"," 3100"," 3200","3200","  65.333","32358.203","8988.390","  61.957","30448.831","8458.008"," 91","0","   3.922","2031.390"," 564.275","  45.000","    0"
"14:37:37:728","52889402459426"," 538.627","  96.724"," 3193"," 3100"," 3200","3200","  63.815","32364.597","8990.166","  60.098","30454.852","8459.681"," 90","0","   3.826","2031.773"," 564.381","  45.000","  350"
"14:37:37:828","52889633036644"," 538.728","  97.360"," 3193"," 3100"," 3200","3200","  63.946","32370.997","8991.944","  60.286","30460.885","8461.357"," 91","0","   3.839","2032.157"," 564.488","  45.000","    0"
"14:37:37:929","52889863510634"," 538.828","  99.202"," 3106"," 3100"," 3200","3112","  60.692","32377.068","8993.630","  56.847","30466.572","8462.937"," 90","0","   3.882","2032.546"," 564.596","  45.000","    0"
"14:37:38:029","52890094378876"," 538.928","  98.047"," 3093"," 3000"," 3100","3100","  59.704","32383.051","8995.292","  56.091","30472.192","8464.498"," 89","0","   3.830","2032.929"," 564.703","  45.000","    0"
"14:37:38:129","52890325341758"," 539.028","  98.048"," 3093"," 3000"," 3100","3100","  60.000","32389.065","8996.963","  55.978","30477.804","8466.057"," 90","0","   3.891","2033.319"," 564.811","  45.000","    0"
"14:37:38:229","52890556162044"," 539.128","  99.417"," 3093"," 3000"," 3100","3100","  60.244","32395.101","8998.639","  56.854","30483.500","8467.639"," 89","0","   3.914","2033.711"," 564.920","  45.000","    0"
"14:37:38:329","52890786823770"," 539.228","  97.958"," 3093"," 3000"," 3100","3100","  59.522","32401.060","9000.294","  56.023","30489.108","8469.197"," 89","0","   3.871","2034.099"," 565.027","  45.000","    0"
"14:37:38:429","52891017442490"," 539.328","  98.290"," 3093"," 3000"," 3100","3100","  59.905","32407.056","9001.960","  56.602","30494.774","8470.771"," 89","0","   3.849","2034.484"," 565.135","  45.000","    0"
"14:37:38:529","52891248083984"," 539.429","  99.447"," 3093"," 3000"," 3100","3100","  60.454","32413.108","9003.641","  57.122","30500.492","8472.359"," 89","0","   3.908","2034.875"," 565.243","  45.000","    0"
"14:37:38:630","52891478603248"," 539.529","  97.051"," 3093"," 3000"," 3100","3100","  59.698","32419.080","9005.300","  56.277","30506.123","8473.923"," 89","0","   3.858","2035.262"," 565.350","  45.000","    0"
"14:37:38:730","52891709365532"," 539.629","  97.883"," 3093"," 3000"," 3100","3100","  59.189","32425.009","9006.947","  55.749","30511.706","8475.474"," 88","0","   3.819","2035.644"," 565.457","  45.000","  350"
"14:37:38:830","52891939956064"," 539.729","  99.287"," 3093"," 3000"," 3100","3100","  59.409","32430.954","9008.598","  55.754","30517.286","8477.024"," 89","0","   3.899","2036.034"," 565.565","  45.000","    0"
"14:37:38:930","52892170759488"," 539.829","  96.725"," 3093"," 3000"," 3100","3100","  60.538","32437.019","9010.283","  56.722","30522.968","8478.602"," 89","0","   3.871","2036.422"," 565.673","  45.000","    0"
"14:37:39:030","52892401671024"," 539.929","  93.423"," 3093"," 3000"," 3100","3100","  59.553","32442.987","9011.941","  56.473","30528.628","8480.175"," 89","0","   3.815","2036.804"," 565.779","  45.000","    0"
"14:37:39:130","52892632606090"," 540.029","  95.711"," 3093"," 3000"," 3100","3100","  59.900","32448.991","9013.609","  56.738","30534.315","8481.754"," 89","0","   3.842","2037.190"," 565.886","  45.000","    0"
"14:37:39:230","52892863232040"," 540.130","  99.453"," 3093"," 3000"," 3100","3100","  60.633","32455.061","9015.295","  57.138","30540.035","8483.343"," 89","0","   3.932","2037.583"," 565.995","  45.000","    0"
"14:37:39:331","52893093796150"," 540.230","  93.951"," 3093"," 3000"," 3100","3100","  59.862","32461.051","9016.959","  56.611","30545.700","8484.917"," 89","0","   3.835","2037.967"," 566.102","  45.000","    0"
"14:37:39:431","52893324279726"," 540.330","  98.435"," 3093"," 3000"," 3100","3100","  60.295","32467.083","9018.634","  56.938","30551.396","8486.499"," 89","0","   3.858","2038.353"," 566.209","  45.000","    0"
"14:37:39:531","52893554793286"," 540.430","  98.988"," 3093"," 3000"," 3100","3100","  60.430","32473.129","9020.314","  56.766","30557.075","8488.076"," 89","0","   3.924","2038.745"," 566.318","  45.000","    0"
"14:37:39:631","52893785377894"," 540.530","  98.132"," 3093"," 3000"," 3100","3100","  59.828","32479.116","9021.977","  56.483","30562.728","8489.647"," 90","0","   3.867","2039.133"," 566.426","  45.000","    0"
"14:37:39:731","52894016089058"," 540.630","  98.352"," 3093"," 3000"," 3100","3100","  59.715","32485.096","9023.638","  55.618","30568.297","8491.194"," 88","0","   3.860","2039.519"," 566.533","  45.000","  350"
"14:37:39:831","52894246660000"," 540.730","  99.242"," 3093"," 3000"," 3100","3100","  59.527","32491.053","9025.292","  55.619","30573.863","8492.740"," 88","0","   3.903","2039.910"," 566.642","  45.000","  350"
"14:37:39:931","52894477145008"," 540.830","  98.045"," 3093"," 3000"," 3100","3100","  59.153","32496.970","9026.936","  55.464","30579.412","8494.281"," 89","0","   3.826","2040.292"," 566.748","  45.000","    0"
"14:37:40:031","52894708002438"," 540.930","  98.524"," 3093"," 3000"," 3100","3100","  60.059","32502.988","9028.608","  56.672","30585.090","8495.858"," 89","0","   3.820","2040.675"," 566.854","  45.000","  350"
"14:37:40:131","52894938755812"," 541.030","  99.329"," 3093"," 3000"," 3100","3100","  59.837","32508.981","9030.273","  56.194","30590.718","8497.422"," 89","0","   3.926","2041.068"," 566.963","  45.000","    0"
"14:37:40:231","52895169337180"," 541.131","  97.419"," 3093"," 3000"," 3100","3100","  59.812","32514.967","9031.935","  56.382","30596.361","8498.989"," 89","0","   3.839","2041.453"," 567.070","  45.000","    0"
"14:37:40:332","52895400272796"," 541.231","  95.367"," 3093"," 3000"," 3100","3100","  60.107","32520.992","9033.609","  56.713","30602.045","8500.568"," 88","0","   3.765","2041.830"," 567.175","  45.000","  350"
"14:37:40:432","52895631159600"," 541.331","  99.405"," 3093"," 3000"," 3100","3100","  60.103","32527.015","9035.282","  56.089","30607.666","8502.129"," 89","0","   3.918","2042.223"," 567.284","  45.000","    0"
"14:37:40:532","52895861684296"," 541.431","  97.702"," 3093"," 3000"," 3100","3100","  59.389","32532.957","9036.932","  55.999","30613.269","8503.686"," 89","0","   3.844","2042.607"," 567.391","  45.000","    0"
"14:37:40:632","52896092542126"," 541.531","  97.986"," 3093"," 3000"," 3100","3100","  59.317","32538.900","9038.583","  55.830","30618.863","8505.240"," 89","0","   3.862","2042.994"," 567.498","  45.000","    0"
"14:37:40:732","52896323112002"," 541.631","  99.378"," 3093"," 3000"," 3100","3100","  59.154","32544.820","9040.228","  55.658","30624.433","8506.787"," 89","0","   3.871","2043.382"," 567.606","  45.000","    0"
"14:37:40:832","52896553842912"," 541.731","  97.608"," 3093"," 3000"," 3100","3100","  58.060","32550.634","9041.843","  54.125","30629.853","8508.292"," 88","0","   3.879","2043.770"," 567.714","  45.000","    0"
"14:37:40:932","52896784504394"," 541.832","  98.164"," 3093"," 3000"," 3100","3100","  59.627","32556.604","9043.501","  56.152","30635.475","8509.854"," 89","0","   3.871","2044.158"," 567.822","  45.000","    0"
"14:37:41:033","52897015117498"," 541.932","  99.372"," 3093"," 3000"," 3100","3100","  59.770","32562.586","9045.163","  56.250","30641.105","8511.418"," 89","0","   3.936","2044.552"," 567.931","  45.000","    0"
"14:37:41:133","52897245750516"," 542.032","  95.933"," 3093"," 3000"," 3100","3100","  59.082","32568.501","9046.806","  55.604","30646.671","8512.964"," 89","0","   3.857","2044.938"," 568.038","  45.000","  350"
"14:37:41:233","52897476304946"," 542.132","  97.729"," 3093"," 3000"," 3100","3100","  58.900","32574.395","9048.443","  55.177","30652.192","8514.498"," 89","0","   3.892","2045.327"," 568.146","  45.000","    0"
"14:37:41:333","52897707183332"," 542.232","  99.142"," 3093"," 3000"," 3100","3100","  60.239","32580.431","9050.120","  56.303","30657.834","8516.065"," 88","0","   3.926","2045.721"," 568.256","  45.000","    0"
"14:37:41:433","52897937736022"," 542.332","  92.704"," 3093"," 3000"," 3100","3100","  59.238","32586.359","9051.766","  55.914","30663.429","8517.619"," 89","0","   3.810","2046.102"," 568.362","  45.000","    0"
"14:37:41:533","52898168308464"," 542.432","  97.668"," 3093"," 3000"," 3100","3100","  60.251","32592.388","9053.441","  56.993","30669.133","8519.204"," 89","0","   3.859","2046.488"," 568.469","  45.000","    0"
"14:37:41:633","52898398856222"," 542.532","  99.398"," 3093"," 3000"," 3100","3100","  60.889","32598.481","9055.134","  57.581","30674.895","8520.804"," 89","0","   3.932","2046.882"," 568.578","  45.000","    0"
"14:37:41:733","52898629400514"," 542.632","  98.189"," 3093"," 3000"," 3100","3100","  59.413","32604.426","9056.785","  55.995","30680.498","8522.361"," 88","0","   3.810","2047.263"," 568.684","  45.000","    0"
"14:37:41:833","52898860062360"," 542.732","  97.846"," 3093"," 3000"," 3100","3100","  58.549","32610.288","9058.413","  54.690","30685.973","8523.881"," 89","0","   3.839","2047.647"," 568.791","  45.000","    0"
"14:37:41:933","52899090669702"," 542.832","  99.522"," 3093"," 3000"," 3100","3100","  61.054","32616.399","9060.111","  57.812","30691.759","8525.489"," 89","0","   3.912","2048.039"," 568.900","  45.000","    0"
"14:37:42:034","52899321441264"," 542.933","  96.719"," 3093"," 3000"," 3100","3100","  59.991","32622.407","9061.780","  56.637","30697.432","8527.064"," 89","0","   3.806","2048.420"," 569.006","  45.000","    0"
"14:37:42:134","52899552247570"," 543.033","  97.793"," 3093"," 3000"," 3100","3100","  59.992","32628.417","9063.449","  56.478","30703.090","8528.636"," 88","0","   3.734","2048.794"," 569.109","  45.000","    0"
"14:37:42:234","52899782731312"," 543.133","  99.413"," 3093"," 3000"," 3100","3100","  59.642","32634.384","9065.107","  55.964","30708.688","8530.191"," 89","0","   3.915","2049.186"," 569.218","  45.000","    0"
"14:37:42:334","52900013594402"," 543.233","  97.176"," 3093"," 3000"," 3100","3100","  60.036","32640.399","9066.778","  56.014","30714.301","8531.750"," 89","0","   3.880","2049.574"," 569.326","  45.000","    0"
"14:37:42:434","52900244396914"," 543.333","  97.378"," 3093"," 3000"," 3100","3100","  59.577","32646.367","9068.435","  56.117","30719.922","8533.312"," 88","0","   3.878","2049.963"," 569.434","  45.000","    0"
"14:37:42:534","52900475471110"," 543.434","  99.156"," 3093"," 3000"," 3100","3100","  58.744","32652.259","9070.072","  54.653","30725.404","8534.834"," 88","0","   3.908","2050.355"," 569.543","  45.000","    0"
"14:37:42:634","52900705931500"," 543.534","  98.010"," 3093"," 3000"," 3100","3100","  59.261","32658.187","9071.718","  55.787","30730.984","8536.384"," 89","0","   3.826","2050.737"," 569.649","  45.000","    0"
"14:37:42:735","52900936739562"," 543.634","  98.163"," 3093"," 3000"," 3100","3100","  59.505","32664.148","9073.374","  56.161","30736.610","8537.947"," 89","0","   3.806","2051.119"," 569.755","  45.000","    0"
"14:37:42:835","52901167341692"," 543.734","  99.309"," 3093"," 3000"," 3100","3100","  59.488","32670.102","9075.028","  55.629","30742.178","8539.494"," 89","0","   3.882","2051.507"," 569.863","  45.000","    0"
"14:37:42:935","52901397990994"," 543.834","  96.607"," 3093"," 3000"," 3100","3100","  59.154","32676.023","9076.673","  55.552","30747.739","8541.039"," 88","0","   3.810","2051.889"," 569.969","  45.000","    0"
"14:37:43:035","52901628592072"," 543.934","  96.918"," 3093"," 3000"," 3100","3100","  59.936","32682.022","9078.340","  55.861","30753.330","8542.592"," 88","0","   3.896","2052.279"," 570.077","  45.000","    0"
"14:37:43:135","52901859279522"," 544.034","  99.468"," 3093"," 3000"," 3100","3100","  60.264","32688.056","9080.016","  56.895","30759.026","8544.174"," 89","0","   3.919","2052.671"," 570.186","  45.000","    0"
"14:37:43:235","52902089843742"," 544.134","  95.803"," 3093"," 3000"," 3100","3100","  58.887","32693.949","9081.653","  55.384","30764.569","8545.714"," 88","0","   3.850","2053.056"," 570.293","  45.000","    0"
"14:37:43:335","52902320586408"," 544.234","  97.726"," 3093"," 3000"," 3100","3100","  59.183","32699.876","9083.299","  55.577","30770.135","8547.260"," 88","0","   3.855","2053.442"," 570.401","  45.000","    0"
"14:37:43:435","52902551132656"," 544.334","  99.179"," 3093"," 3000"," 3100","3100","  59.891","32705.869","9084.964","  56.345","30775.773","8548.826"," 88","0","   3.922","2053.835"," 570.510","  45.000","    0"
"14:37:43:535","52902781699300"," 544.435","  96.953"," 3093"," 3000"," 3100","3100","  59.525","32711.826","9086.618","  56.176","30781.395","8550.387"," 88","0","   3.843","2054.219"," 570.617","  45.000","    0"
"14:37:43:635","52903012134882"," 544.535","  94.745"," 3093"," 3000"," 3100","3100","  59.600","32717.787","9088.274","  56.230","30787.018","8551.950"," 88","0","   3.837","2054.603"," 570.723","  45.000","    0"
"14:37:43:736","52903243196062"," 544.635","  99.366"," 3093"," 3000"," 3100","3100","  59.009","32723.705","9089.918","  55.569","30792.591","8553.498"," 88","0","   3.875","2054.992"," 570.831","  45.000","  350"
"14:37:43:836","52903473706340"," 544.735","  92.565"," 3093"," 3000"," 3100","3100","  57.735","32729.481","9091.522","  53.932","30797.987","8554.996"," 88","0","   3.825","2055.375"," 570.937","  45.000","    0"
"14:37:43:936","52903704570762"," 544.835","  97.159"," 3093"," 3000"," 3100","3100","  59.969","32735.490","9093.192","  55.999","30803.598","8556.555"," 89","0","   3.875","2055.763"," 571.045","  45.000","    0"
"14:37:44:036","52903935170932"," 544.935","  99.478"," 3093"," 3000"," 3100","3100","  59.856","32741.481","9094.856","  56.482","30809.251","8558.125"," 88","0","   3.899","2056.153"," 571.154","  45.000","    0"
"14:37:44:136","52904165702602"," 545.035","  97.499"," 3093"," 3000"," 3100","3100","  59.826","32747.467","9096.519","  56.381","30814.893","8559.692"," 89","0","   3.830","2056.536"," 571.260","  45.000","    0"
"14:37:44:236","52904396547198"," 545.135","  97.494"," 3093"," 3000"," 3100","3100","  58.957","32753.374","9098.159","  55.074","30820.411","8561.225"," 88","0","   3.853","2056.922"," 571.367","  45.000","    0"
"14:37:44:336","52904627157750"," 545.235","  99.512"," 3093"," 3000"," 3100","3100","  60.084","32759.388","9099.830","  56.611","30826.077","8562.799"," 89","0","   3.911","2057.314"," 571.476","  45.000","    0"
"14:37:44:437","52904857988226"," 545.336","  96.975"," 3093"," 3000"," 3100","3100","  58.860","32765.285","9101.468","  55.423","30831.630","8564.342"," 88","0","   3.817","2057.696"," 571.582","  45.000","    0"
"14:37:44:537","52905088696990"," 545.436","  94.955"," 3093"," 3000"," 3100","3100","  59.482","32771.241","9103.122","  56.325","30837.270","8565.908"," 89","0","   3.749","2058.072"," 571.687","  45.000","    0"
"14:37:44:637","52905319198456"," 545.536","  99.465"," 3093"," 3000"," 3100","3100","  61.316","32777.375","9104.826","  58.008","30843.073","8567.520"," 89","0","   3.877","2058.459"," 571.794","  45.000","    0"
"14:37:44:737","52905550203890"," 545.636","  97.520"," 3093"," 3000"," 3100","3100","  57.970","32783.187","9106.441","  53.109","30848.398","8568.999"," 88","0","   3.864","2058.847"," 571.902","  45.000","    0"
"14:37:44:837","52905780777056"," 545.736","  97.089"," 3093"," 3000"," 3100","3100","  57.304","32788.922","9108.034","  53.127","30853.715","8570.476"," 88","0","   3.843","2059.231"," 572.009","  45.000","  350"
"14:37:44:937","52906011580568"," 545.836","  99.335"," 3093"," 3000"," 3100","3100","  59.943","32794.927","9109.702","  56.568","30859.381","8572.050"," 88","0","   3.907","2059.623"," 572.117","  45.000","  350"
"14:37:45:037","52906242029472"," 545.936","  95.308"," 3093"," 3000"," 3100","3100","  58.692","32800.797","9111.333","  55.182","30864.901","8573.584"," 88","0","   3.836","2060.007"," 572.224","  45.000","    0"
"14:37:45:137","52906472806128"," 546.037","  91.751"," 3093"," 3000"," 3100","3100","  58.764","32806.683","9112.968","  55.417","30870.452","8575.125"," 88","0","   3.780","2060.385"," 572.329","  45.000","    0"
"14:37:45:238","52906703605358"," 546.137","  99.308"," 3093"," 3000"," 3100","3100","  59.710","32812.665","9114.629","  56.342","30876.095","8576.693"," 88","0","   3.914","2060.777"," 572.438","  45.000","    0"
"14:37:45:338","52906934409732"," 546.237","  95.396"," 3093"," 3000"," 3100","3100","  58.494","32818.524","9116.257","  54.812","30881.586","8578.218"," 88","0","   3.863","2061.164"," 572.546","  45.000","    0"
"14:37:45:438","52907165298948"," 546.337","  92.737"," 3093"," 3000"," 3100","3100","  59.660","32824.503","9117.917","  55.877","30887.186","8579.774"," 88","0","   3.829","2061.548"," 572.652","  45.000","    0"
"14:37:45:538","52907395990990"," 546.437","  99.417"," 3093"," 3000"," 3100","3100","  60.846","32830.595","9119.610","  57.561","30892.949","8581.375"," 89","0","   3.920","2061.940"," 572.761","  45.000","    0"
"14:37:45:638","52907626854168"," 546.537","  97.790"," 3093"," 3000"," 3100","3100","  60.031","32836.610","9121.281","  56.905","30898.651","8582.959"," 88","0","   3.805","2062.322"," 572.867","  45.000","    0"
"14:37:45:738","52907857392350"," 546.638","  97.569"," 3093"," 3000"," 3100","3100","  59.816","32842.596","9122.943","  56.365","30904.291","8584.525"," 88","0","   3.815","2062.703"," 572.973","  45.000","    0"
"14:37:45:838","52908087886296"," 546.738","  99.207"," 3093"," 3000"," 3100","3100","  59.143","32848.512","9124.587","  55.290","30909.822","8586.062"," 89","0","   3.899","2063.094"," 573.082","  45.000","    0"
