id; system time; board height; board width; game type; win length; gravity; turns played; initial board; final board; result; errors; full duration; pointsP1; expansion strategy of Player 1; cache of Player 1; watched nodes of Player 1; evaluation stategy of Player 1; exit condition type of Player 1; exit condition of Player 1; total Speed of Player 1; expansion strategy of Player 2; cache of Player 2; watched nodes of Player 2; evaluation stategy of Player 2; exit condition type of Player 2; exit condition of Player 2; total Speed of Player 2; 
33; 14:46:25:488; 8; 8; ChessGameState;  - ;  - ; 8; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; rp___P_R|n_____P_|b__p__PB|qpN___PQ|kp____PK|bp____PB|np____PN|r___p_PR|; Won: P2;  - ; 188938000; -1.0; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 4; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@715f9c10; TurnCountingCondition; TurnCountingCondition{turnsLookedForward=1}; 7523000; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 44; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@54aa4bf5; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=2}CompareToOtherOptionsByHeuristicExitCondition{difference=0.05}); 181629000; 
34; 14:46:26:171; 8; 8; ChessGameState;  - ;  - ; 184; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; R_____K_|_R______|________|________|__R_P___|________|_k______|__N_____|; Won: P2;  - ; 4374081000; -1.0; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 92; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@28d6a5ea; TurnCountingCondition; TurnCountingCondition{turnsLookedForward=1}; 91805000; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 1581; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@151a0741; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=2}CompareToOtherOptionsByHeuristicExitCondition{difference=0.15000000000000002}); 4452174000; 
35; 14:46:27:483; 8; 8; ChessGameState;  - ;  - ; 96; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; _____P_R|___BR_P_|_____KP_|____P___|N__N____|k___P___|_Q______|______B_|; Won: P2;  - ; 2395486000; -1.0; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 48; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@246ddff6; TurnCountingCondition; TurnCountingCondition{turnsLookedForward=1}; 42035000; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 1862; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@934296f; TurnCountingCondition; TurnCountingCondition{turnsLookedForward=2}; 2406470000; 
36; 14:46:29:173; 8; 8; ChessGameState;  - ;  - ; 92; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; r___p_P_|____pP__|___P____|kpK_____|____b___|________|Q_______|__N__pPR|; Won: P2;  - ; 3012000000; -1.0; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 46; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@6bc42c7e; TurnCountingCondition; TurnCountingCondition{turnsLookedForward=1}; 102113000; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 625; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@b2caf0c; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=2}CompareToOtherOptionsByHeuristicExitCondition{difference=0.1}); 2995920000; 
37; 14:46:29:545; 8; 8; ChessGameState;  - ;  - ; 218; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; ________|________|_____P__|________|____PK__|__P_____|N__R____|_R____k_|; Won: P2;  - ; 4321650000; -1.0; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 109; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@160a873; TurnCountingCondition; TurnCountingCondition{turnsLookedForward=1}; 127766000; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 3531; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@287c58a1; TurnCountingCondition; TurnCountingCondition{turnsLookedForward=2}; 4292719000; 
38; 14:46:30:410; 8; 8; ChessGameState;  - ;  - ; 120; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; ___kP___|___BP___|_B__K___|___P____|_R__P___|______PR|N_______|________|; Won: P2;  - ; 8044265000; -1.0; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 60; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@7b756243; TurnCountingCondition; TurnCountingCondition{turnsLookedForward=1}; 57865000; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 1764; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@4d773de1; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=2}CompareToOtherOptionsByHeuristicExitCondition{difference=0.05}); 8452412000; 
39; 14:46:31:149; 8; 8; ChessGameState;  - ;  - ; 236; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; __P___Q_|____N__k|R_______|________|________|________|_______K|________|; Won: P2;  - ; 8741224000; -1.0; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 118; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@63c2fa65; TurnCountingCondition; TurnCountingCondition{turnsLookedForward=1}; 147459000; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 2528; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@10c53508; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=2}CompareToOtherOptionsByHeuristicExitCondition{difference=0.0}); 9056543000; 
40; 14:46:31:705; 8; 8; ChessGameState;  - ;  - ; 128; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; k_Q_P___|____RP__|_______R|________|_____K__|____N___|________|___BP___|; Won: P2;  - ; 8250483000; -1.0; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 64; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@4b2392c6; TurnCountingCondition; TurnCountingCondition{turnsLookedForward=1}; 101249000; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 1577; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@16a2cab0; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=2}CompareToOtherOptionsByHeuristicExitCondition{difference=0.25}); 8361540000; 
41; 14:46:32:151; 8; 8; ChessGameState;  - ;  - ; 114; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; ________|________|________|________|________|________|___R___K|_R___k__|; Won: P2;  - ; 5023949000; -1.0; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 57; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@2c4f4e31; TurnCountingCondition; TurnCountingCondition{turnsLookedForward=1}; 129798000; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 741; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@751baf57; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=2}CompareToOtherOptionsByHeuristicExitCondition{difference=0.15000000000000002}); 4998644000; 
42; 14:46:32:375; 8; 8; ChessGameState;  - ;  - ; 99; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; ________|________|______K_|________|________|________|________|______k_|; Tie;  - ; 204706000; 0.0; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 50; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@15fb339f; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=1}CompareToOtherOptionsByHeuristicExitCondition{difference=0.0}); 100063000; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 49; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@94e8246; TurnCountingCondition; TurnCountingCondition{turnsLookedForward=1}; 101527000; 
43; 14:46:32:479; 8; 8; ChessGameState;  - ;  - ; 21; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; __rpP_R_|n_p__P_N|__p_P__B|__p___PQ|k__p__PK|bp____P_|np___P_q|rp______|; Won: P1;  - ; 84921000; 1.0; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 11; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@3a616a7b; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=1}CompareToOtherOptionsByHeuristicExitCondition{difference=0.0}); 58409000; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 10; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@55abfc9e; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=1}CompareToOtherOptionsByHeuristicExitCondition{difference=0.0}); 25476000; 
44; 14:46:32:879; 8; 8; ChessGameState;  - ;  - ; 184; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; _______K|_______R|________|________|______Q_|________|_______k|________|; Won: P2;  - ; 6593806000; -1.0; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 92; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@423e49f1; TurnCountingCondition; TurnCountingCondition{turnsLookedForward=1}; 140347000; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 1580; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@37def5a; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=2}CompareToOtherOptionsByHeuristicExitCondition{difference=0.0}); 6573131000; 
45; 14:46:33:091; 8; 8; ChessGameState;  - ;  - ; 5; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; r_p___PR|np____PN|bp____PB|_p____PQ|k_p___PK|bp___P_B|np__P__N|rp__q_PR|; Won: P1;  - ; 188590000; 1.0; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 3; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@4772c89c; OrExitCondition; or(CompareToOtherOptionsByHeuristicExitCondition{difference=0.0}TurnCountingCondition{turnsLookedForward=1}); 139966000; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 2; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@532ada7f; OrExitCondition; or(CompareToOtherOptionsByHeuristicExitCondition{difference=0.05}TurnCountingCondition{turnsLookedForward=1}); 48462000; 
46; 14:46:33:380; 8; 8; ChessGameState;  - ;  - ; 141; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; ________|________|________|________|___k____|_K______|________|________|; Tie;  - ; 782772000; 0.0; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 71; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@76b8ef8f; OrExitCondition; or(CompareToOtherOptionsByHeuristicExitCondition{difference=0.0}TurnCountingCondition{turnsLookedForward=1}); 607152000; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 70; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@174d0066; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=1}CompareToOtherOptionsByHeuristicExitCondition{difference=0.0}); 172637000; 
47; 14:46:33:679; 8; 8; ChessGameState;  - ;  - ; 9; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; rp____PR|_p_____N|b__pP__B|qp___nPQ|kp____PK|bp__P__B|np____PN|r_p_P__R|; Won: P1;  - ; 252970000; 1.0; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 5; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@612b5d37; OrExitCondition; or(CompareToOtherOptionsByHeuristicExitCondition{difference=0.0}TurnCountingCondition{turnsLookedForward=1}); 133713000; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 4; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@494f5cea; OrExitCondition; or(CompareToOtherOptionsByHeuristicExitCondition{difference=0.1}TurnCountingCondition{turnsLookedForward=1}); 119217000; 
48; 14:46:34:116; 8; 8; ChessGameState;  - ;  - ; 271; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; ________|________|_____K__|________|_____k__|________|________|________|; Tie;  - ; 901848000; 0.0; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 136; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@6bf5f425; OrExitCondition; or(CompareToOtherOptionsByHeuristicExitCondition{difference=0.0}TurnCountingCondition{turnsLookedForward=1}); 603461000; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 135; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@5079ceb0; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=1}CompareToOtherOptionsByHeuristicExitCondition{difference=0.05}); 290527000; 
49; 14:46:34:541; 8; 8; ChessGameState;  - ;  - ; 206; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; ________|_K______|________|________|______k_|________|________|________|; Tie;  - ; 366427000; 0.0; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 103; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@1fbfc275; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=1}CompareToOtherOptionsByHeuristicExitCondition{difference=0.0}); 268227000; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 103; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@797c8b6b; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=1}CompareToOtherOptionsByHeuristicExitCondition{difference=0.15000000000000002}); 91362000; 
50; 14:46:35:332; 8; 8; ChessGameState;  - ;  - ; 89; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; r_____K_|__q_____|_k______|_p______|________|__p_____|_n______|___p____|; Won: P1;  - ; 3267256000; 1.0; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 45; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@2475ff3b; OrExitCondition; or(CompareToOtherOptionsByHeuristicExitCondition{difference=0.0}TurnCountingCondition{turnsLookedForward=1}); 3218574000; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 44; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@3856ac0c; TurnCountingCondition; TurnCountingCondition{turnsLookedForward=1}; 52948000; 
51; 14:46:35:381; 8; 8; ChessGameState;  - ;  - ; 124; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; ________|________|_____K__|________|________|________|______k_|________|; Tie;  - ; 1525624000; 0.0; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 62; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@5010878b; OrExitCondition; or(CompareToOtherOptionsByHeuristicExitCondition{difference=0.0}TurnCountingCondition{turnsLookedForward=1}); 1441813000; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 62; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@21f27ac4; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=1}CompareToOtherOptionsByHeuristicExitCondition{difference=0.1}); 81980000; 
52; 14:46:35:750; 8; 8; ChessGameState;  - ;  - ; 247; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; ________|________|_____K__|________|________|k_______|________|________|; Tie;  - ; 382149000; 0.0; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 124; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@255bfd00; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=1}CompareToOtherOptionsByHeuristicExitCondition{difference=0.0}); 134584000; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 123; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@6b5ee16c; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=1}CompareToOtherOptionsByHeuristicExitCondition{difference=0.2}); 239463000; 
53; 14:46:36:066; 8; 8; ChessGameState;  - ;  - ; 126; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; ________|________|________|_____K__|_k______|________|________|________|; Tie;  - ; 616492000; 0.0; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 63; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@6c1543c0; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=1}CompareToOtherOptionsByHeuristicExitCondition{difference=0.0}); 190625000; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 63; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@30367240; OrExitCondition; or(CompareToOtherOptionsByHeuristicExitCondition{difference=0.2}TurnCountingCondition{turnsLookedForward=1}); 423620000; 
54; 14:46:36:092; 8; 8; ChessGameState;  - ;  - ; 7; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; rp___P_R|_p____PN|bp__P__B|qp___nPQ|kp____PK|b_p___PB|np____PN|rp__P__R|; Won: P1;  - ; 24570000; 1.0; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 4; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@3bf45b2c; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=1}CompareToOtherOptionsByHeuristicExitCondition{difference=0.0}); 18175000; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 3; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@7bbb8010; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=1}CompareToOtherOptionsByHeuristicExitCondition{difference=0.25}); 5938000; 
55; 14:46:36:169; 8; 8; ChessGameState;  - ;  - ; 247; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; _K______|________|________|_______k|________|________|________|________|; Tie;  - ; 358217000; 0.0; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 124; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@7102f40c; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=1}CompareToOtherOptionsByHeuristicExitCondition{difference=0.0}); 128835000; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 123; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@367473c1; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=1}CompareToOtherOptionsByHeuristicExitCondition{difference=0.25}); 221388000; 
56; 14:46:36:301; 8; 8; ChessGameState;  - ;  - ; 139; rp____PR|np____PN|bp____PB|qp____PQ|kp____PK|bp____PB|np____PN|rp____PR|; ________|________|________|________|__K_____|______k_|________|________|; Tie;  - ; 1596331000; 0.0; BreadthFirstTreeTraversalIterator; CompressedKnownReactionPath; 70; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@48f1917a; OrExitCondition; or(TurnCountingCondition{turnsLookedForward=1}CompareToOtherOptionsByHeuristicExitCondition{difference=0.0}); 77886000; DepthFirstTreeTraversalIterator; CompressedKnownReactionPath; 69; de.nordakademie.treeOptimizationAnalysis.heuristicEvaluations.ChessHeuristicEvaluation@450d02a0; OrExitCondition; or(CompareToOtherOptionsByHeuristicExitCondition{difference=0.15000000000000002}TurnCountingCondition{turnsLookedForward=1}); 1515916000; 
